,ds,y,city_name,locality_name,device_date_time,rain_intensity,rain_accumulation,humidity,temperature,wind_direction,wind_speed
0,2024-04-01 00:00:00,4,Kolkata,Baguihati,2024-04-01 00:00:00,0,0,78.48,29.81,164.6,0.01
1,2024-04-01 01:00:00,3,Kolkata,Baguihati,2024-04-01 01:00:00,0,0,79.25,29.74,45.8,0.28
2,2024-04-01 02:00:00,0,Kolkata,Baguihati,2024-04-01 02:00:00,0,0,78.91,29.64,165.7,0.18
3,2024-04-01 03:00:00,1,Kolkata,Baguihati,2024-04-01 03:00:00,0,0,78.76,29.44,60.1,0.16
4,2024-04-01 04:00:00,6,Kolkata,Baguihati,2024-04-01 04:00:00,0,0,78.44,29.27,157.5,0.02
5,2024-04-01 05:00:00,0,Kolkata,Baguihati,2024-04-01 05:00:00,0,0,77.43,29.08,2.3,0.19
6,2024-04-01 06:00:00,3,Kolkata,Baguihati,2024-04-01 06:00:00,0,0,75.98,29.15,10.5,0.04
7,2024-04-01 07:00:00,2,Kolkata,Baguihati,2024-04-01 07:00:00,0,0,72.81,30.11,167.2,0.02
8,2024-04-01 08:00:00,21,Kolkata,Baguihati,2024-04-01 08:00:00,0,0,67.26,31.61,180.3,0.36
9,2024-04-01 09:00:00,74,Kolkata,Baguihati,2024-04-01 09:00:00,0,0,58.3,33.83,177.6,0.06
10,2024-04-01 10:00:00,110,Kolkata,Baguihati,2024-04-01 10:00:00,0,0,47.32,35.56,339.6,1.26
11,2024-04-01 11:00:00,94,Kolkata,Baguihati,2024-04-01 11:00:00,0,0,38.09,37.15,342.5,0.64
12,2024-04-01 12:00:00,65,Kolkata,Baguihati,2024-04-01 12:00:00,0,0,31.66,38.45,345.1,0.55
13,2024-04-01 13:00:00,42,Kolkata,Baguihati,2024-04-01 13:00:00,0,0,28.54,40.34,337.9,0.46
14,2024-04-01 14:00:00,49,Kolkata,Baguihati,2024-04-01 14:00:00,0,0,25.63,42.37,171.9,0.03
15,2024-04-01 15:00:00,32,Kolkata,Baguihati,2024-04-01 15:00:00,0,0,27.79,41.87,186.3,0.47
16,2024-04-01 16:00:00,21,Kolkata,Baguihati,2024-04-01 16:00:00,0,0,26.72,41.31,349.9,0.37
17,2024-04-01 17:00:00,17,Kolkata,Baguihati,2024-04-01 17:00:00,0,0,30.88,39.49,173.8,0.14
18,2024-04-01 18:00:00,16,Kolkata,Baguihati,2024-04-01 18:00:00,0,0,37.57,36.84,166.6,0
19,2024-04-01 19:00:00,21,Kolkata,Baguihati,2024-04-01 19:00:00,0,0,43.91,35.38,41,0.15
20,2024-04-01 20:00:00,18,Kolkata,Baguihati,2024-04-01 20:00:00,0,0,48.45,34.28,44.2,0.25
21,2024-04-01 21:00:00,15,Kolkata,Baguihati,2024-04-01 21:00:00,0,0,59.2,33.26,155.8,0.38
22,2024-04-01 22:00:00,6,Kolkata,Baguihati,2024-04-01 22:00:00,0,0,63.27,32.31,154.4,0.4
23,2024-04-01 23:00:00,2,Kolkata,Baguihati,2024-04-01 23:00:00,0,0,69.21,31.7,164.8,0.16
24,2024-04-02 00:00:00,0,Kolkata,Baguihati,2024-04-02 00:00:00,0,0,75.63,31.06,171.5,1.14
25,2024-04-02 01:00:00,3,Kolkata,Baguihati,2024-04-02 01:00:00,0,0,79.38,30.64,157.5,0.25
26,2024-04-02 02:00:00,0,Kolkata,Baguihati,2024-04-02 02:00:00,0,0,80.77,30.43,52.2,0.38
27,2024-04-02 03:00:00,1,Kolkata,Baguihati,2024-04-02 03:00:00,0,0,81.52,30.18,10.9,0.23
28,2024-04-02 04:00:00,0,Kolkata,Baguihati,2024-04-02 04:00:00,0,0,84.04,29.72,349.7,0.3
29,2024-04-02 05:00:00,3,Kolkata,Baguihati,2024-04-02 05:00:00,0,0,84.97,29.53,166,0.17
30,2024-04-02 06:00:00,1,Kolkata,Baguihati,2024-04-02 06:00:00,0,0,85.07,29.38,141.9,0.3
31,2024-04-02 07:00:00,6,Kolkata,Baguihati,2024-04-02 07:00:00,0,0,81.89,30.3,166.1,0.14
32,2024-04-02 08:00:00,25,Kolkata,Baguihati,2024-04-02 08:00:00,0,0,70.46,31.79,174.3,0.34
33,2024-04-02 09:00:00,66,Kolkata,Baguihati,2024-04-02 09:00:00,0,0,47.8,33.82,342.2,0.03
34,2024-04-02 10:00:00,76,Kolkata,Baguihati,2024-04-02 10:00:00,0,0,40.08,35.47,172.1,0
35,2024-04-02 11:00:00,59,Kolkata,Baguihati,2024-04-02 11:00:00,0,0,35.96,37.17,334.9,0.15
36,2024-04-02 12:00:00,47,Kolkata,Baguihati,2024-04-02 12:00:00,0,0,32.42,38.14,169.5,0.39
37,2024-04-02 13:00:00,27,Kolkata,Baguihati,2024-04-02 13:00:00,0,0,27.21,40.41,158.5,0.02
38,2024-04-02 14:00:00,34,Kolkata,Baguihati,2024-04-02 14:00:00,0,0,26.7,41.09,2.4,0.31
39,2024-04-02 15:00:00,24,Kolkata,Baguihati,2024-04-02 15:00:00,0,0,28.86,41.46,189.6,0.08
40,2024-04-02 16:00:00,10,Kolkata,Baguihati,2024-04-02 16:00:00,0,0,28.62,40.3,170.6,0.13
41,2024-04-02 17:00:00,6,Kolkata,Baguihati,2024-04-02 17:00:00,0,0,35.37,37.95,167.8,0.04
42,2024-04-02 18:00:00,20,Kolkata,Baguihati,2024-04-02 18:00:00,0,0,38.89,35.47,171.3,0.35
43,2024-04-02 19:00:00,10,Kolkata,Baguihati,2024-04-02 19:00:00,0,0,42.97,34.75,154.1,0.38
44,2024-04-02 20:00:00,7,Kolkata,Baguihati,2024-04-02 20:00:00,0,0,47.82,33.98,169.3,0.21
45,2024-04-02 21:00:00,7,Kolkata,Baguihati,2024-04-02 21:00:00,0,0,59.58,32.64,171.6,1.25
46,2024-04-02 22:00:00,3,Kolkata,Baguihati,2024-04-02 22:00:00,0,0,71.08,31.52,70.8,0.34
47,2024-04-02 23:00:00,0,Kolkata,Baguihati,2024-04-02 23:00:00,0,0,69.22,31.07,171.7,0.83
48,2024-04-03 00:00:00,0,Kolkata,Baguihati,2024-04-03 00:00:00,0,0,71.85,30.62,31.6,0
49,2024-04-03 01:00:00,0,Kolkata,Baguihati,2024-04-03 01:00:00,0,0,76.38,30.39,169.4,0.08
50,2024-04-03 02:00:00,0,Kolkata,Baguihati,2024-04-03 02:00:00,0,0,78.28,30.28,152.8,0.16
51,2024-04-03 03:00:00,0,Kolkata,Baguihati,2024-04-03 03:35:00,0,0,85.81,29.45,150.9,0.22
52,2024-04-03 04:00:00,1,Kolkata,Baguihati,2024-04-03 04:00:00,0,0,85.1,29.38,87.6,0.33
53,2024-04-03 05:00:00,2,Kolkata,Baguihati,2024-04-03 05:00:00,0,0,85.31,29.24,155.6,0.34
54,2024-04-03 06:00:00,2,Kolkata,Baguihati,2024-04-03 06:00:00,0,0,85.91,29.1,158.3,0
55,2024-04-03 07:00:00,4,Kolkata,Baguihati,2024-04-03 07:00:00,0,0,81.74,30.08,165.7,0
56,2024-04-03 08:00:00,40,Kolkata,Baguihati,2024-04-03 08:00:00,0,0,75.87,31.64,10.8,0.06
57,2024-04-03 09:00:00,111,Kolkata,Baguihati,2024-04-03 09:00:00,0,0,67.53,33.47,179.6,0.97
58,2024-04-03 10:00:00,103,Kolkata,Baguihati,2024-04-03 10:00:00,0,0,53.82,35.08,164.7,0.24
59,2024-04-03 11:00:00,103,Kolkata,Baguihati,2024-04-03 11:00:00,0,0,39.99,36.63,179.7,0.23
60,2024-04-03 12:00:00,50,Kolkata,Baguihati,2024-04-03 12:00:00,0,0,29.46,38.4,328,0.68
61,2024-04-03 13:00:00,54,Kolkata,Baguihati,2024-04-03 13:00:00,0,0,27.22,40.18,178.3,0.74
62,2024-04-03 14:00:00,29,Kolkata,Baguihati,2024-04-03 14:00:00,0,0,22.16,41.58,214.8,0.08
63,2024-04-03 15:00:00,40,Kolkata,Baguihati,2024-04-03 15:00:00,0,0,22.95,42.11,172,0.34
64,2024-04-03 16:00:00,21,Kolkata,Baguihati,2024-04-03 16:00:00,0,0,41.93,40.18,139.7,0.04
65,2024-04-03 17:00:00,13,Kolkata,Baguihati,2024-04-03 17:00:00,0,0,50.75,36.71,117.9,0.21
66,2024-04-03 18:00:00,20,Kolkata,Baguihati,2024-04-03 18:00:00,0,0,55.69,35.13,187.4,0.12
67,2024-04-03 19:00:00,21,Kolkata,Baguihati,2024-04-03 19:00:00,0,0,71.1,33.09,151.4,0.38
68,2024-04-03 20:00:00,14,Kolkata,Baguihati,2024-04-03 20:00:00,0,0,74.29,31.71,179.8,2.23
69,2024-04-03 21:00:00,4,Kolkata,Baguihati,2024-04-03 21:00:00,0,0,78.4,30.81,37.4,0.32
70,2024-04-03 22:00:00,2,Kolkata,Baguihati,2024-04-03 22:00:00,0,0,81.5,30.19,164.7,0.25
71,2024-04-03 23:00:00,2,Kolkata,Baguihati,2024-04-03 23:00:00,0,0,82.82,29.94,31.3,0.51
72,2024-04-04 00:00:00,5,Kolkata,Baguihati,2024-04-04 00:00:00,0,0,84.36,29.67,30.5,0.13
73,2024-04-04 01:00:00,0,Kolkata,Baguihati,2024-04-04 01:00:00,0,0,85.11,29.5,27.4,0.1
74,2024-04-04 02:00:00,0,Kolkata,Baguihati,2024-04-04 02:00:00,0,0,85.27,29.43,181,0.15
75,2024-04-04 03:00:00,0,Kolkata,Baguihati,2024-04-04 03:00:00,0,0,85.83,29.21,18.5,0.18
76,2024-04-04 04:00:00,2,Kolkata,Baguihati,2024-04-04 04:00:00,0,0,86.76,28.97,343.7,0.19
77,2024-04-04 05:00:00,1,Kolkata,Baguihati,2024-04-04 05:00:00,0,0,86.17,28.65,332.2,0.08
78,2024-04-04 06:00:00,2,Kolkata,Baguihati,2024-04-04 06:00:00,0,0,85.04,28.82,357.1,0.15
79,2024-04-04 07:00:00,4,Kolkata,Baguihati,2024-04-04 07:00:00,0,0,81.69,29.57,155,0.17
80,2024-04-04 08:00:00,30,Kolkata,Baguihati,2024-04-04 08:00:00,0,0,76.89,30.96,30.9,0.08
81,2024-04-04 09:00:00,76,Kolkata,Baguihati,2024-04-04 09:00:00,0,0,71.56,32.57,4.2,0.22
82,2024-04-04 10:00:00,91,Kolkata,Baguihati,2024-04-04 10:00:00,0,0,64.74,34.25,170,0
83,2024-04-04 11:00:00,79,Kolkata,Baguihati,2024-04-04 11:00:00,0,0,59.13,36.12,34.1,0
84,2024-04-04 12:00:00,72,Kolkata,Baguihati,2024-04-04 12:00:00,0,0,57.21,37.11,162.8,1.16
85,2024-04-04 13:00:00,51,Kolkata,Baguihati,2024-04-04 13:00:00,0,0,55.25,38.35,175,0
86,2024-04-04 14:00:00,26,Kolkata,Baguihati,2024-04-04 14:00:00,0,0,52.69,38.74,172.3,1.11
87,2024-04-04 15:00:00,20,Kolkata,Baguihati,2024-04-04 15:00:00,0,0,50.51,38.63,165.3,0.04
88,2024-04-04 16:00:00,19,Kolkata,Baguihati,2024-04-04 16:00:00,0,0,59.77,37.62,159.7,0.16
89,2024-04-04 17:00:00,13,Kolkata,Baguihati,2024-04-04 17:00:00,0,0,66.28,35.64,164.2,0.3
90,2024-04-04 18:00:00,14,Kolkata,Baguihati,2024-04-04 18:00:00,0,0,72.23,33.62,159.3,0.12
91,2024-04-04 19:00:00,38,Kolkata,Baguihati,2024-04-04 19:00:00,0,0,79.15,32,354.8,0.16
92,2024-04-04 20:00:00,17,Kolkata,Baguihati,2024-04-04 20:00:00,0,0,78.63,31.03,64.9,0.22
93,2024-04-04 21:00:00,7,Kolkata,Baguihati,2024-04-04 21:00:00,0,0,79.84,30.75,25.8,0.18
94,2024-04-04 22:00:00,4,Kolkata,Baguihati,2024-04-04 22:00:00,0,0,79.63,30.94,183.1,0
95,2024-04-04 23:00:00,5,Kolkata,Baguihati,2024-04-04 23:00:00,0,0,82.44,30.44,162.6,0.84
96,2024-04-05 00:00:00,2,Kolkata,Baguihati,2024-04-05 00:00:00,0,0,83.86,30.18,17.5,0.03
97,2024-04-05 01:00:00,2,Kolkata,Baguihati,2024-04-05 01:00:00,0,0,84.3,30.05,23.2,0.28
98,2024-04-05 02:00:00,4,Kolkata,Baguihati,2024-04-05 02:00:00,0,0,85.41,29.8,148.9,0.17
99,2024-04-05 03:00:00,1,Kolkata,Baguihati,2024-04-05 03:02:00,0,0,86.58,29.53,28.9,0.05
100,2024-04-05 04:00:00,5,Kolkata,Baguihati,2024-04-05 04:16:00,0,0,87.42,29.44,350.5,0.07
101,2024-04-05 05:00:00,3,Kolkata,Baguihati,2024-04-05 05:00:00,0,0,86.64,29.57,63.6,0.18
102,2024-04-05 06:00:00,0,Kolkata,Baguihati,2024-04-05 06:00:00,0,0,87.83,29.42,343.9,0.23
103,2024-04-05 07:00:00,5,Kolkata,Baguihati,2024-04-05 07:00:00,0,0,85.17,30.11,16.6,0.12
104,2024-04-05 08:00:00,49,Kolkata,Baguihati,2024-04-05 08:00:00,0,0,81.89,31.06,348.3,0.6
105,2024-04-05 09:00:00,66,Kolkata,Baguihati,2024-04-05 09:00:00,0,0,77.04,32.31,359.9,0.39
106,2024-04-05 10:00:00,66,Kolkata,Baguihati,2024-04-05 10:00:00,0,0,70.87,33.72,161.2,0.09
107,2024-04-05 11:00:00,92,Kolkata,Baguihati,2024-04-05 11:00:00,0,0,62.49,35.51,36.6,0.09
108,2024-04-05 12:00:00,73,Kolkata,Baguihati,2024-04-05 12:00:00,0,0,56.17,37.71,222.8,0.19
109,2024-04-05 13:00:00,92,Kolkata,Baguihati,2024-04-05 13:00:00,0,0,49.63,39.73,335.3,0.67
110,2024-04-05 14:00:00,53,Kolkata,Baguihati,2024-04-05 14:00:00,0,0,44.22,41.44,166.5,1.03
111,2024-04-05 15:00:00,34,Kolkata,Baguihati,2024-04-05 15:00:00,0,0,42.79,41.96,207.7,0.29
112,2024-04-05 16:00:00,26,Kolkata,Baguihati,2024-04-05 16:00:00,0,0,48.8,40.72,162.8,0.47
113,2024-04-05 17:00:00,24,Kolkata,Baguihati,2024-04-05 17:00:00,0,0,60.74,37.08,243.6,0.29
114,2024-04-05 18:00:00,46,Kolkata,Baguihati,2024-04-05 18:00:00,0,0,67.08,35.27,172.2,0.07
115,2024-04-05 19:00:00,44,Kolkata,Baguihati,2024-04-05 19:00:00,0,0,68.6,34.87,166.1,0.2
116,2024-04-05 20:00:00,34,Kolkata,Baguihati,2024-04-05 20:00:00,0,0,81.51,32.2,105.7,0.7
117,2024-04-05 21:00:00,24,Kolkata,Baguihati,2024-04-05 21:00:00,0,0,85.56,31.09,54.4,0.13
118,2024-04-05 22:00:00,17,Kolkata,Baguihati,2024-04-05 22:00:00,0,0,86.01,30.74,174.2,0.85
119,2024-04-05 23:00:00,3,Kolkata,Baguihati,2024-04-05 23:00:00,0,0,86.3,30.7,68.2,0.17
120,2024-04-06 00:00:00,0,Kolkata,Baguihati,2024-04-06 00:00:00,0,0,85.74,30.56,12.2,0.16
121,2024-04-06 01:00:00,1,Kolkata,Baguihati,2024-04-06 01:00:00,0,0,85.49,30.42,162.3,0.64
122,2024-04-06 02:00:00,4,Kolkata,Baguihati,2024-04-06 02:00:00,0,0,85.13,30.24,2.4,0.02
123,2024-04-06 03:00:00,0,Kolkata,Baguihati,2024-04-06 03:00:00,0,0,83.62,30.44,349.6,0.3
124,2024-04-06 04:00:00,1,Kolkata,Baguihati,2024-04-06 04:00:00,0,0,84.58,30.2,1.4,0
125,2024-04-06 05:00:00,4,Kolkata,Baguihati,2024-04-06 05:00:00,0,0,85.69,29.97,137.7,0.07
126,2024-04-06 06:00:00,5,Kolkata,Baguihati,2024-04-06 06:00:00,0,0,85.9,29.94,350.6,0
127,2024-04-06 07:00:00,4,Kolkata,Baguihati,2024-04-06 07:00:00,0,0,84.08,30.67,164.3,0.03
128,2024-04-06 08:00:00,14,Kolkata,Baguihati,2024-04-06 08:00:00,0,0,81.82,31.5,184.2,0.04
129,2024-04-06 09:00:00,36,Kolkata,Baguihati,2024-04-06 09:00:00,0,0,74.36,33.07,170.9,0.92
130,2024-04-06 10:00:00,61,Kolkata,Baguihati,2024-04-06 10:00:00,0,0,68.42,35.4,160.4,0.11
131,2024-04-06 11:00:00,68,Kolkata,Baguihati,2024-04-06 11:00:00,0,0,59.23,37.04,172.2,0.65
132,2024-04-06 12:00:00,113,Kolkata,Baguihati,2024-04-06 12:00:00,0,0,53.59,38.96,180.2,1.45
133,2024-04-06 13:00:00,107,Kolkata,Baguihati,2024-04-06 13:00:00,0,0,49.31,39.92,274.7,1.05
134,2024-04-06 14:00:00,64,Kolkata,Baguihati,2024-04-06 14:00:00,0,0,40.77,40.32,113.7,0.42
135,2024-04-06 15:00:00,61,Kolkata,Baguihati,2024-04-06 15:00:00,0,0,52.41,39.35,166.7,0.09
136,2024-04-06 16:00:00,28,Kolkata,Baguihati,2024-04-06 16:00:00,0,0,53.78,38.77,101.8,0.13
137,2024-04-06 17:00:00,55,Kolkata,Baguihati,2024-04-06 17:00:00,0,0,61.44,37.25,176.9,2.3
138,2024-04-06 18:00:00,79,Kolkata,Baguihati,2024-04-06 18:00:00,0,0,71.89,34.21,156.4,0.32
139,2024-04-06 19:00:00,57,Kolkata,Baguihati,2024-04-06 19:00:00,0,0,74.2,33.09,173.8,1.18
140,2024-04-06 20:00:00,64,Kolkata,Baguihati,2024-04-06 20:00:00,0,0,78.93,31.79,46.2,0.22
141,2024-04-06 21:00:00,56,Kolkata,Baguihati,2024-04-06 21:00:00,0,0,81.69,30.84,166.2,1.84
142,2024-04-06 22:00:00,23,Kolkata,Baguihati,2024-04-06 22:00:00,0,0,82.26,30.41,2.7,0.14
143,2024-04-06 23:00:00,9,Kolkata,Baguihati,2024-04-06 23:00:00,0,0,82.44,30.16,149.5,0.13
144,2024-04-07 00:00:00,6,Kolkata,Baguihati,2024-04-07 00:00:00,0,0,83.34,29.84,139.5,0.04
145,2024-04-07 01:00:00,5,Kolkata,Baguihati,2024-04-07 01:00:00,0,0,82,30.03,149.5,0.03
146,2024-04-07 02:00:00,1,Kolkata,Baguihati,2024-04-07 02:00:00,0,0,82.1,29.84,160.2,0.1
147,2024-04-07 03:00:00,1,Kolkata,Baguihati,2024-04-07 03:00:00,0,0,82.02,29.85,177.4,0.99
148,2024-04-07 04:00:00,2,Kolkata,Baguihati,2024-04-07 04:00:00,0,0,82.47,29.82,156.4,0.15
149,2024-04-07 05:00:00,2,Kolkata,Baguihati,2024-04-07 05:00:00,0,0,82.83,29.75,26.9,0
150,2024-04-07 06:00:00,2,Kolkata,Baguihati,2024-04-07 06:00:00,0,0,82.7,29.85,320.7,0.05
151,2024-04-07 07:00:00,4,Kolkata,Baguihati,2024-04-07 07:00:00,0,0,79.53,30.68,172.2,0.45
152,2024-04-07 08:00:00,2,Kolkata,Baguihati,2024-04-07 08:00:00,0,0,72.8,28.98,169.3,0.59
153,2024-04-07 09:00:00,5,Kolkata,Baguihati,2024-04-07 09:00:00,0,0,71.47,29.39,150.9,0.1
154,2024-04-07 10:00:00,8,Kolkata,Baguihati,2024-04-07 10:00:00,0,0,68.41,29.28,151.9,0.09
155,2024-04-07 11:00:00,12,Kolkata,Baguihati,2024-04-07 11:00:00,0,0,67.69,29.98,153.7,0.08
156,2024-04-07 12:00:00,10,Kolkata,Baguihati,2024-04-07 12:00:00,0,0,66.12,29.88,168,1.4
157,2024-04-07 13:00:00,24,Kolkata,Baguihati,2024-04-07 13:00:00,0,0,72.07,29.94,163.5,0.14
158,2024-04-07 14:00:00,31,Kolkata,Baguihati,2024-04-07 14:00:00,0,0.2,75.99,28.8,163.8,0.11
159,2024-04-07 15:00:00,21,Kolkata,Baguihati,2024-04-07 15:00:00,0,0.2,64.25,31.88,25.9,0.21
160,2024-04-07 16:00:00,28,Kolkata,Baguihati,2024-04-07 16:00:00,0,0.2,64.01,31.41,177,0.11
161,2024-04-07 17:00:00,58,Kolkata,Baguihati,2024-04-07 17:00:00,0,0.2,68.59,30.26,58.5,0.05
162,2024-04-07 18:00:00,79,Kolkata,Baguihati,2024-04-07 18:00:00,0,0.2,69.5,29.86,168.9,0.27
163,2024-04-07 19:00:00,77,Kolkata,Baguihati,2024-04-07 19:00:00,0,0.2,71.51,29.44,158,0
164,2024-04-07 20:00:00,42,Kolkata,Baguihati,2024-04-07 20:00:00,0,0.2,74.15,29.06,162,0.17
165,2024-04-07 21:00:00,64,Kolkata,Baguihati,2024-04-07 21:00:00,0,0.2,72.75,29.21,2.3,0.05
166,2024-04-07 22:00:00,46,Kolkata,Baguihati,2024-04-07 22:00:00,0,0.2,68.02,29.22,353.7,0.89
167,2024-04-07 23:00:00,10,Kolkata,Baguihati,2024-04-07 23:00:00,0,0.2,76.6,28.85,355.7,0.02
168,2024-04-08 00:00:00,5,Kolkata,Baguihati,2024-04-08 00:00:00,0,0,82.06,28.83,18.4,0.03
169,2024-04-08 01:00:00,1,Kolkata,Baguihati,2024-04-08 01:00:00,0,0,83.2,28.6,344.9,0.01
170,2024-04-08 02:00:00,0,Kolkata,Baguihati,2024-04-08 02:00:00,0,0,83.97,28.31,352.4,0.73
171,2024-04-08 03:00:00,2,Kolkata,Baguihati,2024-04-08 03:00:00,0,0,87.13,27.63,359.7,0.45
172,2024-04-08 04:00:00,3,Kolkata,Baguihati,2024-04-08 04:00:00,0,0,78.96,27.48,332.5,0.13
173,2024-04-08 05:00:00,4,Kolkata,Baguihati,2024-04-08 05:00:00,0,0,74.48,27.68,157.9,0.24
174,2024-04-08 06:00:00,5,Kolkata,Baguihati,2024-04-08 06:00:00,0,0,74.09,27.68,157.5,0.06
175,2024-04-08 07:00:00,21,Kolkata,Baguihati,2024-04-08 07:00:00,0,0,68.38,27.95,333.7,0.09
176,2024-04-08 08:00:00,53,Kolkata,Baguihati,2024-04-08 08:00:00,0,0,57.88,29,340.6,0.7
177,2024-04-08 09:00:00,97,Kolkata,Baguihati,2024-04-08 09:00:00,0,0,55.5,29.33,277.6,0.26
178,2024-04-08 10:00:00,95,Kolkata,Baguihati,2024-04-08 10:00:00,0,0,50.59,30.99,200.1,0
179,2024-04-08 11:00:00,68,Kolkata,Baguihati,2024-04-08 11:00:00,0,0,45.23,31.71,333.6,0.13
180,2024-04-08 12:00:00,63,Kolkata,Baguihati,2024-04-08 12:00:00,0,0,40.44,34.22,353.3,0.75
181,2024-04-08 13:00:00,30,Kolkata,Baguihati,2024-04-08 13:00:00,0,0,46.69,33.55,257.5,0.41
182,2024-04-08 14:00:00,14,Kolkata,Baguihati,2024-04-08 14:00:00,0,0,43.27,35.22,240.4,0.47
183,2024-04-08 15:00:00,15,Kolkata,Baguihati,2024-04-08 15:00:00,0,0,48.39,33.49,337,0.33
184,2024-04-08 16:00:00,14,Kolkata,Baguihati,2024-04-08 16:00:00,0,0,52.27,30.81,351.5,0.3
185,2024-04-08 17:00:00,22,Kolkata,Baguihati,2024-04-08 17:00:00,0,0,51.76,31.27,152.4,0.01
186,2024-04-08 18:00:00,16,Kolkata,Baguihati,2024-04-08 18:00:00,0,0,56.37,28.99,353.4,0.07
187,2024-04-08 19:00:00,10,Kolkata,Baguihati,2024-04-08 19:00:00,0,0,51.68,29.1,357.9,0.06
188,2024-04-08 20:00:00,7,Kolkata,Baguihati,2024-04-08 20:00:00,0,0,54.68,28.49,159.3,0.57
189,2024-04-08 21:00:00,8,Kolkata,Baguihati,2024-04-08 21:00:00,0,0,53.23,28.26,332.1,0.59
190,2024-04-08 22:00:00,11,Kolkata,Baguihati,2024-04-08 22:00:00,0,0,54.95,27.89,6.2,0.45
191,2024-04-08 23:00:00,0,Kolkata,Baguihati,2024-04-08 23:00:00,0,0,56.91,27.47,193.1,0.13
192,2024-04-09 00:00:00,2,Kolkata,Baguihati,2024-04-09 00:00:00,0,0,57.64,27.36,357.6,0.56
193,2024-04-09 01:00:00,0,Kolkata,Baguihati,2024-04-09 01:00:00,0,0,59.36,27.04,354.8,0.07
194,2024-04-09 02:00:00,0,Kolkata,Baguihati,2024-04-09 02:00:00,0,0,60.33,26.67,1.9,0.23
195,2024-04-09 03:00:00,0,Kolkata,Baguihati,2024-04-09 03:00:00,0,0,59.79,26.74,156.5,0.06
196,2024-04-09 04:00:00,14,Kolkata,Baguihati,2024-04-09 04:00:00,0,0,61.44,26.54,167.4,0.05
197,2024-04-09 05:00:00,5,Kolkata,Baguihati,2024-04-09 05:00:00,0,0,63,26.4,342.3,0.96
198,2024-04-09 06:00:00,4,Kolkata,Baguihati,2024-04-09 06:00:00,0,0,61.71,26.44,359.8,0.23
199,2024-04-09 07:00:00,22,Kolkata,Baguihati,2024-04-09 07:00:00,0,0,59.8,27.56,2,0
200,2024-04-09 08:00:00,33,Kolkata,Baguihati,2024-04-09 08:00:00,0,0,53.45,29.48,358,0.67
201,2024-04-09 09:00:00,93,Kolkata,Baguihati,2024-04-09 09:00:00,0,0,50.83,31.7,13.2,0.28
202,2024-04-09 10:00:00,72,Kolkata,Baguihati,2024-04-09 10:00:00,0,0,45.3,32.83,205.8,0.83
203,2024-04-09 11:00:00,63,Kolkata,Baguihati,2024-04-09 11:00:00,0,0,41.95,34.51,2.7,0.17
204,2024-04-09 12:00:00,47,Kolkata,Baguihati,2024-04-09 12:00:00,0,0,37.46,36.16,224.1,0.4
205,2024-04-09 13:00:00,28,Kolkata,Baguihati,2024-04-09 13:00:00,0,0,35.62,37.48,163.7,0.22
206,2024-04-09 14:00:00,25,Kolkata,Baguihati,2024-04-09 14:00:00,0,0,33.99,37.74,174.6,0.32
207,2024-04-09 15:00:00,8,Kolkata,Baguihati,2024-04-09 15:00:00,0,0,34.82,37.53,182,0.27
208,2024-04-09 16:00:00,16,Kolkata,Baguihati,2024-04-09 16:00:00,0,0,35.92,36.52,170.9,0
209,2024-04-09 17:00:00,14,Kolkata,Baguihati,2024-04-09 17:00:00,0,0,40.5,35.25,169.5,0.24
210,2024-04-09 18:00:00,27,Kolkata,Baguihati,2024-04-09 18:00:00,0,0,47.86,33.39,190,0.07
211,2024-04-09 19:00:00,14,Kolkata,Baguihati,2024-04-09 19:00:00,0,0,50.65,32.42,260.5,0
212,2024-04-09 20:00:00,7,Kolkata,Baguihati,2024-04-09 20:00:00,0,0,53.9,31.71,173.5,0.1
213,2024-04-09 21:00:00,10,Kolkata,Baguihati,2024-04-09 21:00:00,0,0,52.98,31.66,158.5,0.34
214,2024-04-09 22:00:00,7,Kolkata,Baguihati,2024-04-09 22:00:00,0,0,56.5,30.82,154.9,0.17
215,2024-04-09 23:00:00,4,Kolkata,Baguihati,2024-04-09 23:00:00,0,0,59.87,30.16,156.9,0.16
216,2024-04-10 00:00:00,2,Kolkata,Baguihati,2024-04-10 00:00:00,0,0,59.1,30.27,344.7,0
217,2024-04-10 01:00:00,0,Kolkata,Baguihati,2024-04-10 01:00:00,0,0,58.84,30.01,343,0.12
218,2024-04-10 02:00:00,0,Kolkata,Baguihati,2024-04-10 02:00:00,0,0,59.64,29.65,330.4,0.11
219,2024-04-10 03:00:00,1,Kolkata,Baguihati,2024-04-10 03:00:00,0,0,63.13,29.2,352.7,0.18
220,2024-04-10 04:00:00,1,Kolkata,Baguihati,2024-04-10 04:00:00,0,0,63.28,28.83,150.3,0.03
221,2024-04-10 05:00:00,2,Kolkata,Baguihati,2024-04-10 05:00:00,0,0,63.51,28.91,133.3,0.1
222,2024-04-10 06:00:00,2,Kolkata,Baguihati,2024-04-10 06:00:00,0,0,65.29,28.8,153.1,0.08
223,2024-04-10 07:00:00,10,Kolkata,Baguihati,2024-04-10 07:00:00,0,0,62.08,29.94,60.2,0.11
224,2024-04-10 08:00:00,27,Kolkata,Baguihati,2024-04-10 08:00:00,0,0,51.43,32.6,335.7,0.41
