,y,rain_intensity,rain_accumulation,temperature,lag_1,lag_8,lag_12,lag_24
227,72,0.0,0.0,34.37,103.0,0.0,7.0,72.0
228,55,0.0,0.0,35.12,72.0,1.0,4.0,63.0
229,37,0.0,0.0,35.34,55.0,1.0,2.0,47.0
230,14,0.0,0.0,35.93,37.0,2.0,0.0,28.0
231,16,0.0,0.0,36.52,14.0,2.0,0.0,25.0
232,12,0.0,0.0,35.34,16.0,10.0,1.0,8.0
233,13,0.0,0.0,35.84,12.0,27.0,1.0,16.0
234,6,0.0,0.0,33.93,13.0,103.0,2.0,14.0
235,40,0.0,0.0,32.37,6.0,72.0,2.0,27.0
236,24,0.0,0.0,31.08,40.0,55.0,10.0,14.0
237,22,0.0,0.0,30.51,24.0,37.0,27.0,7.0
238,11,0.0,0.0,29.86,22.0,14.0,103.0,10.0
239,9,0.0,0.0,29.58,11.0,16.0,72.0,7.0
240,1,0.0,0.0,29.23,9.0,12.0,55.0,4.0
241,2,0.0,0.0,28.74,1.0,13.0,37.0,2.0
242,1,0.0,0.0,28.0,2.0,6.0,14.0,0.0
243,2,0.0,0.0,28.19,1.0,40.0,16.0,0.0
244,1,0.0,0.0,28.32,2.0,24.0,12.0,1.0
245,2,0.0,0.0,28.34,1.0,22.0,13.0,1.0
246,6,0.0,0.0,27.67,2.0,11.0,6.0,2.0
247,1,0.0,0.0,27.67,6.0,9.0,40.0,2.0
248,3,0.0,0.0,29.57,1.0,1.0,24.0,10.0
249,7,0.0,0.0,29.6,3.0,2.0,22.0,27.0
250,19,0.0,0.0,32.2,7.0,1.0,11.0,103.0
251,27,0.0,0.0,32.39,19.0,2.0,9.0,72.0
252,25,0.0,0.0,33.43,27.0,1.0,1.0,55.0
253,16,0.0,0.0,32.79,25.0,2.0,2.0,37.0
254,14,0.0,0.0,32.92,16.0,6.0,1.0,14.0
255,13,0.0,0.0,32.91,14.0,1.0,2.0,16.0
256,2,0.0,0.0,31.87,13.0,3.0,1.0,12.0
257,19,0.0,0.0,31.96,2.0,7.0,2.0,13.0
258,15,0.0,0.0,31.26,19.0,19.0,6.0,6.0
259,43,0.0,0.0,30.88,15.0,27.0,1.0,40.0
260,17,0.0,0.0,30.01,43.0,25.0,3.0,24.0
261,20,0.0,0.0,29.02,17.0,16.0,7.0,22.0
262,26,0.0,0.0,28.48,20.0,14.0,19.0,11.0
263,14,0.0,0.0,28.34,26.0,13.0,27.0,9.0
264,3,0.0,0.0,28.3,14.0,2.0,25.0,1.0
265,2,0.0,0.0,28.37,3.0,19.0,16.0,2.0
266,0,0.0,0.0,27.97,2.0,15.0,14.0,1.0
267,0,0.0,0.0,27.54,0.0,43.0,13.0,2.0
268,1,0.0,0.0,27.53,0.0,17.0,2.0,1.0
269,0,0.0,0.0,27.16,1.0,20.0,19.0,2.0
270,2,0.0,0.0,26.72,0.0,26.0,15.0,6.0
271,3,0.0,0.0,26.97,2.0,14.0,43.0,1.0
272,7,0.0,0.0,27.63,3.0,3.0,17.0,3.0
273,25,0.0,0.0,30.82,7.0,2.0,20.0,7.0
274,69,0.0,0.0,32.95,25.0,0.0,26.0,19.0
275,70,0.0,0.0,34.23,69.0,0.0,14.0,27.0
276,82,0.0,0.0,35.33,70.0,1.0,3.0,25.0
