,y,rain_intensity,rain_accumulation,temperature,lag_1,lag_8,lag_12,lag_24
355,146,0.0,0.0,33.77,48.0,12.0,1.0,50.0
356,117,0.0,0.0,33.01,146.0,4.0,1.0,50.0
357,52,0.0,0.0,32.15,117.0,11.0,5.0,48.0
358,31,0.0,0.0,31.15,52.0,9.0,21.0,16.0
359,22,0.0,0.0,30.55,31.0,10.0,12.0,26.0
360,5,0.0,0.0,30.29,22.0,11.0,4.0,14.0
361,1,0.0,0.0,29.89,5.0,16.0,11.0,8.0
362,0,0.0,0.0,29.73,1.0,48.0,9.0,1.0
363,0,0.0,0.0,29.42,0.0,146.0,10.0,0.0
364,1,0.0,0.0,29.21,0.0,117.0,11.0,0.0
365,4,0.0,0.0,28.95,1.0,52.0,16.0,2.0
366,11,0.0,0.0,29.01,4.0,31.0,48.0,3.0
367,1,0.0,0.0,29.73,11.0,22.0,146.0,1.0
368,0,0.0,0.0,31.26,1.0,5.0,117.0,1.0
369,4,0.0,0.0,32.76,0.0,1.0,52.0,5.0
370,26,0.0,0.0,33.96,4.0,0.0,31.0,21.0
371,24,0.0,0.0,36.69,26.0,0.0,22.0,12.0
372,7,0.0,0.0,38.39,24.0,1.0,5.0,4.0
373,2,0.0,0.0,40.07,7.0,4.0,1.0,11.0
374,7,0.0,0.0,41.69,2.0,11.0,0.0,9.0
375,17,0.0,0.0,41.55,7.0,1.0,0.0,10.0
376,23,0.0,0.0,41.2,17.0,0.0,1.0,11.0
377,46,0.0,0.0,41.16,23.0,4.0,4.0,16.0
378,72,0.0,0.0,39.98,46.0,26.0,11.0,48.0
379,165,0.0,0.0,38.24,72.0,24.0,1.0,146.0
380,186,0.0,0.0,36.1,165.0,7.0,0.0,117.0
381,117,0.0,0.0,34.24,186.0,2.0,4.0,52.0
382,34,0.0,0.0,33.44,117.0,7.0,26.0,31.0
383,20,0.0,0.0,32.83,34.0,17.0,24.0,22.0
384,4,0.0,0.0,32.76,20.0,23.0,7.0,5.0
385,2,0.0,0.0,32.51,4.0,46.0,2.0,1.0
386,5,0.0,0.0,30.93,2.0,72.0,7.0,0.0
387,0,0.0,0.0,29.79,5.0,165.0,17.0,0.0
388,0,0.0,0.0,29.65,0.0,186.0,23.0,1.0
389,0,0.0,0.0,29.71,0.0,117.0,46.0,4.0
390,2,0.0,0.0,29.49,0.0,34.0,72.0,11.0
391,1,0.0,0.0,30.02,2.0,20.0,165.0,1.0
392,2,0.0,0.0,32.09,1.0,4.0,186.0,0.0
393,4,0.0,0.0,33.83,2.0,2.0,117.0,4.0
394,8,0.0,0.0,35.93,4.0,5.0,34.0,26.0
395,4,0.0,0.0,37.05,8.0,0.0,20.0,24.0
396,3,0.0,0.0,38.83,4.0,0.0,4.0,7.0
397,12,0.0,0.0,40.35,3.0,0.0,2.0,2.0
398,4,0.0,0.0,41.32,12.0,2.0,5.0,7.0
399,5,0.0,0.0,41.84,4.0,1.0,0.0,17.0
400,9,0.0,0.0,42.31,5.0,2.0,0.0,23.0
401,38,0.0,0.0,41.55,9.0,4.0,0.0,46.0
402,45,0.0,0.0,39.69,38.0,8.0,2.0,72.0
403,125,0.0,0.0,38.33,45.0,4.0,1.0,165.0
404,154,0.0,0.0,36.22,125.0,3.0,2.0,186.0
405,59,0.0,0.0,35.12,154.0,12.0,4.0,117.0
406,29,0.0,0.0,33.0,59.0,4.0,8.0,34.0
407,38,0.0,0.0,32.29,29.0,5.0,4.0,20.0
408,18,0.0,0.0,31.57,38.0,9.0,3.0,4.0
409,2,0.0,0.0,30.83,18.0,38.0,12.0,2.0
410,4,0.0,0.0,30.45,2.0,45.0,4.0,5.0
411,5,0.0,0.0,30.74,4.0,125.0,5.0,0.0
412,1,0.0,0.0,30.73,5.0,154.0,9.0,0.0
413,2,0.0,0.0,30.76,1.0,59.0,38.0,0.0
414,2,0.0,0.0,30.59,2.0,29.0,45.0,2.0
415,4,0.0,0.0,30.66,2.0,38.0,125.0,1.0
