,y,rain_intensity,rain_accumulation,temperature,lag_1,lag_8,lag_12,lag_24
700,2,0.0,0.0,32.12,2.0,39.0,22.0,1.0
701,3,0.0,0.0,31.35,2.0,57.0,37.0,3.0
702,4,0.0,0.0,30.92,3.0,58.0,25.0,6.0
703,8,0.0,0.0,31.23,4.0,20.0,39.0,3.0
704,15,0.0,0.0,33.24,8.0,39.0,39.0,18.0
705,49,0.0,0.0,35.58,15.0,16.0,57.0,66.0
706,94,0.0,0.0,37.61,49.0,4.0,58.0,99.0
707,44,0.0,0.0,39.69,94.0,2.0,20.0,97.0
708,70,0.0,0.0,41.57,44.0,2.0,39.0,92.0
709,55,0.0,0.0,42.87,70.0,3.0,16.0,65.0
710,28,0.0,0.0,43.94,55.0,4.0,4.0,35.0
711,24,0.0,0.0,45.08,28.0,8.0,2.0,28.0
712,21,0.0,0.0,44.83,24.0,15.0,2.0,22.0
713,33,0.0,0.0,44.33,21.0,49.0,3.0,37.0
714,35,0.0,0.0,39.39,33.0,94.0,4.0,25.0
715,52,0.0,0.0,37.1,35.0,44.0,8.0,39.0
716,42,0.0,0.0,35.64,52.0,70.0,15.0,39.0
717,67,0.0,0.0,34.15,42.0,55.0,49.0,57.0
718,64,0.0,0.0,33.5,67.0,28.0,94.0,58.0
719,39,0.0,0.0,33.24,64.0,24.0,44.0,20.0
720,72,0.0,0.0,32.95,39.0,21.0,70.0,39.0
721,25,0.0,0.0,32.8,72.0,33.0,55.0,16.0
722,9,0.0,0.0,33.11,25.0,35.0,28.0,4.0
723,2,0.0,0.0,32.89,9.0,52.0,24.0,2.0
724,2,0.0,0.0,32.79,2.0,42.0,21.0,2.0
725,5,0.0,0.0,32.39,2.0,67.0,33.0,3.0
726,5,0.0,0.0,32.17,5.0,64.0,35.0,4.0
727,8,0.0,0.0,32.71,5.0,39.0,52.0,8.0
728,17,0.0,0.0,35.08,8.0,72.0,42.0,15.0
729,22,0.0,0.0,36.75,17.0,25.0,67.0,49.0
730,40,0.0,0.0,38.56,22.0,9.0,64.0,94.0
731,41,0.0,0.0,40.88,40.0,2.0,39.0,44.0
732,56,0.0,0.0,41.53,41.0,2.0,72.0,70.0
733,40,0.0,0.0,41.9,56.0,5.0,25.0,55.0
734,51,0.0,0.0,43.24,40.0,5.0,9.0,28.0
735,35,0.0,0.0,44.38,51.0,8.0,2.0,24.0
736,29,0.0,0.0,43.53,35.0,17.0,2.0,21.0
737,32,0.0,0.0,42.43,29.0,22.0,5.0,33.0
738,42,0.0,0.0,41.13,32.0,40.0,5.0,35.0
739,51,0.0,0.0,38.81,42.0,41.0,8.0,52.0
740,51,0.0,0.0,35.87,51.0,56.0,17.0,42.0
741,60,0.0,0.0,34.15,51.0,40.0,22.0,67.0
742,85,0.0,0.0,33.69,60.0,51.0,40.0,64.0
743,28,0.0,0.0,33.37,85.0,35.0,41.0,39.0
744,50,0.0,0.0,33.48,28.0,29.0,56.0,72.0
745,28,0.0,0.0,31.66,50.0,32.0,40.0,25.0
746,9,0.0,0.0,30.84,28.0,42.0,51.0,9.0
747,4,0.0,0.0,31.04,9.0,51.0,35.0,2.0
748,2,0.0,0.0,29.86,4.0,51.0,29.0,2.0
749,3,0.0,0.0,29.45,2.0,60.0,32.0,5.0
750,3,0.0,0.0,29.74,3.0,85.0,42.0,5.0
751,2,0.0,0.0,30.44,3.0,28.0,51.0,8.0
752,17,0.0,0.0,32.0,2.0,50.0,51.0,17.0
753,36,0.0,0.0,33.23,17.0,28.0,60.0,22.0
