,y,rain_intensity,rain_accumulation,temperature,lag_1,lag_8,lag_12,lag_24
291,1,0.0,0.0,28.81,1.0,101.0,35.0,0.0
292,2,0.0,0.0,28.54,1.0,89.0,47.0,1.0
293,4,0.0,0.0,28.24,2.0,97.0,46.0,1.0
294,6,0.0,0.0,28.19,4.0,41.0,71.0,4.0
295,3,0.0,0.0,28.41,6.0,21.0,101.0,2.0
296,12,0.0,0.0,28.96,3.0,19.0,89.0,5.0
297,18,0.0,0.0,31.67,12.0,3.0,97.0,8.0
298,8,0.0,0.0,33.92,18.0,1.0,41.0,30.0
299,13,0.0,0.0,36.49,8.0,1.0,21.0,27.0
300,24,0.0,0.0,37.52,13.0,2.0,19.0,30.0
301,44,0.0,0.0,37.52,24.0,4.0,3.0,39.0
302,33,0.0,0.0,38.24,44.0,6.0,1.0,22.0
303,50,0.0,0.0,38.35,33.0,3.0,1.0,35.0
304,38,0.0,0.0,38.73,50.0,12.0,2.0,47.0
305,63,0.0,0.0,37.86,38.0,18.0,4.0,46.0
306,59,0.0,0.0,36.8,63.0,8.0,6.0,71.0
307,66,0.0,0.0,35.01,59.0,13.0,3.0,101.0
308,94,0.0,0.0,33.86,66.0,24.0,12.0,89.0
309,74,0.0,0.0,32.55,94.0,44.0,18.0,97.0
310,55,0.0,0.0,31.61,74.0,33.0,8.0,41.0
311,40,0.0,0.0,31.14,55.0,50.0,13.0,21.0
312,10,0.0,0.0,30.49,40.0,38.0,24.0,19.0
313,5,0.0,0.0,29.97,10.0,63.0,44.0,3.0
314,3,0.0,0.0,29.69,5.0,59.0,33.0,1.0
315,2,0.0,0.0,29.53,3.0,66.0,50.0,1.0
316,1,0.0,0.0,29.34,2.0,94.0,38.0,2.0
317,3,0.0,0.0,28.84,1.0,74.0,63.0,4.0
318,2,0.0,0.0,28.7,3.0,55.0,59.0,6.0
319,12,0.0,0.0,28.81,2.0,40.0,66.0,3.0
320,5,0.0,0.0,31.26,12.0,10.0,94.0,12.0
321,10,0.0,0.0,33.48,5.0,5.0,74.0,18.0
322,14,0.0,0.0,36.17,10.0,3.0,55.0,8.0
323,18,0.0,0.0,38.13,14.0,2.0,40.0,13.0
324,61,0.0,0.0,38.36,18.0,1.0,10.0,24.0
325,30,0.0,0.0,39.2,61.0,3.0,5.0,44.0
326,84,0.0,0.0,39.31,30.0,2.0,3.0,33.0
327,85,0.0,0.0,40.13,84.0,12.0,2.0,50.0
328,36,0.0,0.0,40.33,85.0,5.0,1.0,38.0
329,39,0.0,0.0,39.51,36.0,10.0,3.0,63.0
330,58,0.0,0.0,37.81,39.0,14.0,2.0,59.0
331,84,0.0,0.0,35.87,58.0,18.0,12.0,66.0
332,134,0.0,0.0,34.48,84.0,61.0,5.0,94.0
333,84,0.0,0.0,33.11,134.0,30.0,10.0,74.0
334,53,0.0,0.0,32.32,84.0,84.0,14.0,55.0
335,70,0.0,0.0,31.74,53.0,85.0,18.0,40.0
336,4,0.0,0.0,31.17,70.0,36.0,61.0,10.0
337,3,0.0,0.0,30.64,4.0,39.0,30.0,5.0
338,5,0.0,0.0,30.54,3.0,58.0,84.0,3.0
339,5,0.0,0.0,30.15,5.0,84.0,85.0,2.0
340,2,0.0,0.0,29.67,5.0,134.0,36.0,1.0
341,10,0.0,0.0,29.58,2.0,84.0,39.0,3.0
342,4,0.0,0.0,29.69,10.0,53.0,58.0,2.0
343,9,0.0,0.0,30.04,4.0,70.0,84.0,12.0
344,14,0.0,0.0,32.32,9.0,4.0,134.0,5.0
345,21,0.0,0.0,34.81,14.0,3.0,84.0,10.0
346,71,0.0,0.0,35.78,21.0,5.0,53.0,14.0
347,71,0.0,0.0,37.52,71.0,5.0,70.0,18.0
348,84,0.0,0.0,38.65,71.0,2.0,4.0,61.0
349,74,0.0,0.0,39.47,84.0,10.0,3.0,30.0
350,49,0.0,0.0,39.98,74.0,4.0,5.0,84.0
351,78,0.0,0.0,40.76,49.0,9.0,5.0,85.0
352,71,0.0,0.0,38.75,78.0,14.0,2.0,36.0
353,87,0.0,0.0,38.98,71.0,21.0,10.0,39.0
354,71,0.0,0.0,36.0,87.0,71.0,4.0,58.0
355,134,0.0,0.0,33.77,71.0,71.0,9.0,84.0
356,150,0.0,0.0,33.01,134.0,84.0,14.0,134.0
357,125,0.0,0.0,32.15,150.0,74.0,21.0,84.0
358,67,0.0,0.0,31.15,125.0,49.0,71.0,53.0
359,30,0.0,0.0,30.55,67.0,78.0,71.0,70.0
360,4,0.0,0.0,30.29,30.0,71.0,84.0,4.0
361,1,0.0,0.0,29.89,4.0,87.0,74.0,3.0
362,5,0.0,0.0,29.73,1.0,71.0,49.0,5.0
363,6,0.0,0.0,29.42,5.0,134.0,78.0,5.0
364,3,0.0,0.0,29.21,6.0,150.0,71.0,2.0
365,2,0.0,0.0,28.95,3.0,125.0,87.0,10.0
366,1,0.0,0.0,29.01,2.0,67.0,71.0,4.0
367,1,0.0,0.0,29.73,1.0,30.0,134.0,9.0
368,9,0.0,0.0,31.26,1.0,4.0,150.0,14.0
369,33,0.0,0.0,32.76,9.0,1.0,125.0,21.0
370,52,0.0,0.0,33.96,33.0,5.0,67.0,71.0
371,69,0.0,0.0,36.69,52.0,6.0,30.0,71.0
372,64,0.0,0.0,38.39,69.0,3.0,4.0,84.0
373,122,0.0,0.0,40.07,64.0,2.0,1.0,74.0
374,65,0.0,0.0,41.69,122.0,1.0,5.0,49.0
375,72,0.0,0.0,41.55,65.0,1.0,6.0,78.0
376,103,0.0,0.0,41.2,72.0,9.0,3.0,71.0
377,75,0.0,0.0,41.16,103.0,33.0,2.0,87.0
378,92,0.0,0.0,39.98,75.0,52.0,1.0,71.0
379,159,0.0,0.0,38.24,92.0,69.0,1.0,134.0
380,134,0.0,0.0,36.1,159.0,64.0,9.0,150.0
381,114,0.0,0.0,34.24,134.0,122.0,33.0,125.0
382,53,0.0,0.0,33.44,114.0,65.0,52.0,67.0
383,23,0.0,0.0,32.83,53.0,72.0,69.0,30.0
384,23,0.0,0.0,32.76,23.0,103.0,64.0,4.0
385,24,0.0,0.0,32.51,23.0,75.0,122.0,1.0
386,12,0.0,0.0,30.93,24.0,92.0,65.0,5.0
387,0,0.0,0.0,29.79,12.0,159.0,72.0,6.0
388,4,0.0,0.0,29.65,0.0,134.0,103.0,3.0
389,1,0.0,0.0,29.71,4.0,114.0,75.0,2.0
390,2,0.0,0.0,29.49,1.0,53.0,92.0,1.0
391,5,0.0,0.0,30.02,2.0,23.0,159.0,1.0
392,6,0.0,0.0,32.09,5.0,23.0,134.0,9.0
393,16,0.0,0.0,33.83,6.0,24.0,114.0,33.0
394,42,0.0,0.0,35.93,16.0,12.0,53.0,52.0
395,66,0.0,0.0,37.05,42.0,0.0,23.0,69.0
396,39,0.0,0.0,38.83,66.0,4.0,23.0,64.0
397,54,0.0,0.0,40.35,39.0,1.0,24.0,122.0
398,46,0.0,0.0,41.32,54.0,2.0,12.0,65.0
399,31,0.0,0.0,41.84,46.0,5.0,0.0,72.0
400,18,0.0,0.0,42.31,31.0,6.0,4.0,103.0
401,45,0.0,0.0,41.55,18.0,16.0,1.0,75.0
402,69,0.0,0.0,39.69,45.0,42.0,2.0,92.0
403,158,0.0,0.0,38.33,69.0,66.0,5.0,159.0
404,121,0.0,0.0,36.22,158.0,39.0,6.0,134.0
405,87,0.0,0.0,35.12,121.0,54.0,16.0,114.0
406,59,0.0,0.0,33.0,87.0,46.0,42.0,53.0
407,22,0.0,0.0,32.29,59.0,31.0,66.0,23.0
408,4,0.0,0.0,31.57,22.0,18.0,39.0,23.0
409,2,0.0,0.0,30.83,4.0,45.0,54.0,24.0
410,0,0.0,0.0,30.45,2.0,69.0,46.0,12.0
411,0,0.0,0.0,30.74,0.0,158.0,31.0,0.0
412,5,0.0,0.0,30.73,0.0,121.0,18.0,4.0
413,3,0.0,0.0,30.76,5.0,87.0,45.0,1.0
414,1,0.0,0.0,30.59,3.0,59.0,69.0,2.0
415,3,0.0,0.0,30.66,1.0,22.0,158.0,5.0
416,10,0.0,0.0,33.68,3.0,4.0,121.0,6.0
417,23,0.0,0.0,37.07,10.0,2.0,87.0,16.0
418,61,0.0,0.0,39.46,23.0,0.0,59.0,42.0
419,84,0.0,0.0,39.83,61.0,0.0,22.0,66.0
420,83,0.0,0.0,40.72,84.0,5.0,4.0,39.0
421,52,0.0,0.0,41.07,83.0,3.0,2.0,54.0
422,37,0.0,0.0,40.87,52.0,1.0,0.0,46.0
423,55,0.0,0.0,41.14,37.0,3.0,0.0,31.0
424,62,0.0,0.0,41.09,55.0,10.0,5.0,18.0
425,82,0.0,0.0,41.18,62.0,23.0,3.0,45.0
426,88,0.0,0.0,40.23,82.0,61.0,1.0,69.0
427,140,0.0,0.0,37.76,88.0,84.0,3.0,158.0
428,147,0.0,0.0,36.26,140.0,83.0,10.0,121.0
429,127,0.0,0.0,35.06,147.0,52.0,23.0,87.0
430,51,0.0,0.0,35.01,127.0,37.0,61.0,59.0
431,20,0.0,0.0,33.09,51.0,55.0,84.0,22.0
432,5,0.0,0.0,32.73,20.0,62.0,83.0,4.0
433,3,0.0,0.0,32.07,5.0,82.0,52.0,2.0
434,0,0.0,0.0,31.47,3.0,88.0,37.0,0.0
435,1,0.0,0.0,31.57,0.0,140.0,55.0,0.0
436,3,0.0,0.0,31.37,1.0,147.0,62.0,5.0
437,2,0.0,0.0,31.35,3.0,127.0,82.0,3.0
438,0,0.0,0.0,31.35,2.0,51.0,88.0,1.0
439,7,0.0,0.0,31.51,0.0,20.0,140.0,3.0
440,6,0.0,0.0,33.13,7.0,5.0,147.0,10.0
441,17,0.0,0.0,34.86,6.0,3.0,127.0,23.0
442,47,0.0,0.0,36.91,17.0,0.0,51.0,61.0
443,63,0.0,0.0,38.99,47.0,1.0,20.0,84.0
444,68,0.0,0.0,40.88,63.0,3.0,5.0,83.0
445,45,0.0,0.0,41.08,68.0,2.0,3.0,52.0
446,59,0.0,0.0,41.8,45.0,0.0,0.0,37.0
447,51,0.0,0.0,42.43,59.0,7.0,1.0,55.0
448,53,0.0,0.0,42.54,51.0,6.0,3.0,62.0
449,87,0.0,0.0,40.64,53.0,17.0,2.0,82.0
450,86,0.0,0.0,38.26,87.0,47.0,0.0,88.0
451,132,0.0,0.0,35.78,86.0,63.0,7.0,140.0
452,146,0.0,0.0,34.17,132.0,68.0,6.0,147.0
453,128,0.0,0.0,32.77,146.0,45.0,17.0,127.0
454,59,0.0,0.0,32.0,128.0,59.0,47.0,51.0
455,21,0.0,0.0,31.25,59.0,51.0,63.0,20.0
456,10,0.0,0.0,31.12,21.0,53.0,68.0,5.0
